SimID, TxID, Size, Value, NodeID, ArrivalTime, ConflictID, DependencyIDs
72,60,4829.0,3556.1882,12,3161850,-1,-1
72,70,5378.0,3654.8623,19,3684411,-1,-1
72,80,4624.0,3795.4468,12,4185711,-1,-1
72,90,5013.0,3881.6042,12,4890473,-1,-1
73,50,5013.0,3784.3625,9,3173351,-1,-1
73,60,5374.0,3769.493,25,3351202,-1,-1
73,70,4801.0,3220.8289,12,4073905,-1,-1
73,80,5265.0,3817.2397,1,4922640,-1,-1
73,90,4083.0,3049.873,1,5503365,-1,-1
74,50,4653.0,4121.5435,23,3033682,-1,-1
74,60,4928.0,3689.227,2,3247671,-1,-1
74,70,5578.0,3500.2732,10,3710833,-1,-1
74,80,4935.0,3792.1006,2,4410519,-1,-1
74,90,4578.0,4168.1323,19,4863749,-1,-1
75,50,5201.0,3620.5544,18,3435508,-1,-1
75,60,5480.0,3696.4363,3,3956468,-1,-1
75,70,5531.0,2905.9082,7,4369122,-1,-1
75,80,5686.0,4352.9736,25,5108509,-1,-1
75,90,5398.0,3538.3997,4,5540365,-1,-1
76,50,4898.0,3354.951,13,3258528,-1,-1
76,60,4588.0,3685.8757,24,3922205,-1,-1
76,70,4445.0,4079.9854,11,4514244,-1,-1
76,80,5294.0,3883.1047,9,5502448,-1,-1
76,90,5482.0,3666.0242,26,5900875,-1,-1
77,50,4414.0,3618.4475,2,3285434,-1,-1
77,60,5540.0,3992.3271,26,3880606,-1,-1
77,70,4126.0,3874.7273,26,4343450,-1,-1
77,80,5559.0,4147.999,27,5010621,-1,-1
77,90,5070.0,3351.1191,3,5458356,-1,-1
78,50,4793.0,3745.371,19,2713954,-1,-1
78,60,4136.0,3612.5002,8,3302697,-1,-1
78,70,5492.0,4144.661,24,3940906,-1,-1
78,80,5225.0,3666.391,26,4354819,-1,-1
78,90,4474.0,3433.7773,2,4973057,-1,-1
79,50,5089.0,3249.9746,15,3769345,-1,-1
79,60,5273.0,4415.17,27,4321878,-1,-1
79,70,5692.0,3835.2466,23,5004483,-1,-1
79,80,4584.0,3655.5554,3,5682335,-1,-1
79,90,4626.0,2820.5796,22,6256132,-1,-1
80,50,5570.0,4244.9937,8,3101753,-1,-1
80,60,4612.0,3666.1357,30,3970189,-1,-1
80,70,5847.0,3319.652,4,4435820,-1,-1
80,80,4762.0,3160.275,22,5323109,-1,-1
80,90,4420.0,4328.5938,9,5709666,-1,-1
81,50,4630.0,3498.7732,21,3284687,-1,-1
81,60,4788.0,4039.3452,14,3830894,-1,-1
81,70,5260.0,3493.1118,1,4227848,-1,-1
81,80,5840.0,3474.9448,12,4645701,-1,-1
